num_nodes,p,prob_selected,edge_method,time_mc,approximation,T,L,time_ic_apporx,rmse,pearson,spearman,auc
5000,0.0008,0.2,random_0.1,30.07564902305603,modified_ALE,2,0,0.016889572143554688,0.0046683843314329725,tensor(0.9999),0.9981502195454665,1.0
5000,0.0008,0.2,random_0.1,30.07564902305603,ALE_heuristic,2,0,0.013909578323364258,0.03151712022822134,tensor(0.9981),0.9597923770369787,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,SWE,2,1,0.015176773071289062,0.0018082688600405009,tensor(1.0000),0.9993412910782784,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,um_IC,3,0,0.015056848526000977,0.0018087176999838413,tensor(1.0000),0.9993420761423817,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,dmp_um_fast,10,0,0.07056283950805664,0.001793520016309734,tensor(1.0000),0.999350557597309,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,Naive,3,0,0.04489636421203613,0.0018088584895640206,tensor(1.0000),0.999342036272254,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,dmp_ic_fast,10,0,0.04041147232055664,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,dmp_inf,10,0,0.14655828475952148,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,modified_ALE,2,0,0.01602029800415039,0.0046683843314329725,tensor(0.9999),0.9981502195454665,1.0
5000,0.0008,0.2,random_0.1,29.814841508865356,ALE_heuristic,2,0,0.013382434844970703,0.03151712022822134,tensor(0.9981),0.9597923770369787,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,SWE,2,1,0.01645517349243164,0.0018082688600405009,tensor(1.0000),0.9993412910782784,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,um_IC,3,0,0.01600170135498047,0.0018087176999838413,tensor(1.0000),0.9993420761423817,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,dmp_um_fast,10,0,0.07149553298950195,0.001793520016309734,tensor(1.0000),0.999350557597309,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,Naive,3,0,0.045662879943847656,0.0018088584895640206,tensor(1.0000),0.999342036272254,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,dmp_ic_fast,10,0,0.039254188537597656,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,dmp_inf,10,0,0.15657639503479004,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,modified_ALE,2,0,0.014307498931884766,0.0046683843314329725,tensor(0.9999),0.9981502195454665,1.0
5000,0.0008,0.2,random_0.1,29.954668283462524,ALE_heuristic,2,0,0.01643967628479004,0.03151712022822134,tensor(0.9981),0.9597923770369787,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,SWE,2,1,0.016956090927124023,0.0018082688600405009,tensor(1.0000),0.9993412910782784,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,um_IC,3,0,0.015415191650390625,0.0018087176999838413,tensor(1.0000),0.9993420761423817,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,dmp_um_fast,10,0,0.07620787620544434,0.001793520016309734,tensor(1.0000),0.999350557597309,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,Naive,3,0,0.0517880916595459,0.0018088584895640206,tensor(1.0000),0.999342036272254,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,dmp_ic_fast,10,0,0.04727673530578613,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,dmp_inf,10,0,0.15653061866760254,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,modified_ALE,2,0,0.016126632690429688,0.0046683843314329725,tensor(0.9999),0.9981502195454665,1.0
5000,0.0008,0.2,random_0.1,29.753803491592407,ALE_heuristic,2,0,0.016192913055419922,0.03151712022822134,tensor(0.9981),0.9597923770369787,1.0
5000,0.0008,0.2,random_0.1,30.071778535842896,SWE,2,1,0.014919519424438477,0.0018082688600405009,tensor(1.0000),0.9993412910782784,1.0
5000,0.0008,0.2,random_0.1,30.071778535842896,um_IC,3,0,0.015111446380615234,0.0018087176999838413,tensor(1.0000),0.9993420761423817,1.0
5000,0.0008,0.2,random_0.1,30.071778535842896,dmp_um_fast,10,0,0.0724174976348877,0.001793520016309734,tensor(1.0000),0.999350557597309,1.0
5000,0.0008,0.2,random_0.1,30.071778535842896,Naive,3,0,0.048844337463378906,0.0018088584895640206,tensor(1.0000),0.999342036272254,1.0
5000,0.0008,0.2,random_0.1,30.071778535842896,dmp_ic_fast,10,0,0.04356861114501953,0.0017935096207215883,tensor(1.0000),0.9993506181280704,1.0
