num_nodes,p,prob_selected,edge_method,time_mc,approximation,time_ic_apporx,rmse,pearson,spearman,auc
100,0.02,0.01,random_0.05,0.15882325172424316,dmp,0.004312992095947266,0.00033381873847390344,tensor(1.0000),0.7126152330222779,1.0
100,0.02,0.01,random_0.05,0.15882325172424316,Srivastava,0.0016355514526367188,0.0003384823348893164,tensor(1.0000),0.7190204190174618,1.0
100,0.02,0.01,random_0.05,0.15882325172424316,ALE,0.000514984130859375,0.0006788137245129129,tensor(1.0000),0.7533941671767821,1.0
100,0.02,0.01,random_0.05,0.15882325172424316,Modified_ALE,0.0011494159698486328,0.0003937276206223718,tensor(1.0000),0.7718935676762334,1.0
100,0.02,0.01,random_0.05,0.14761829376220703,Matic,0.001828908920288086,0.0003384620664888398,tensor(1.0000),0.711790343040718,1.0
100,0.02,0.01,random_0.05,0.14761829376220703,fixed_point,0.002192258834838867,0.00033848705806047337,tensor(1.0000),0.711790343040718,1.0
100,0.02,0.01,random_0.05,0.14761829376220703,dmp,0.0031147003173828125,0.00033381873847390344,tensor(1.0000),0.7126152330222779,1.0
100,0.02,0.01,random_0.05,0.14761829376220703,Srivastava,0.002605438232421875,0.0003384823348893164,tensor(1.0000),0.7190204190174618,1.0
100,0.02,0.01,random_0.05,0.14761829376220703,ALE,0.0008003711700439453,0.0006788137245129129,tensor(1.0000),0.7533941671767821,1.0
100,0.02,0.01,random_0.05,0.14761829376220703,Modified_ALE,0.0008275508880615234,0.0003937276206223718,tensor(1.0000),0.7718935676762334,1.0
100,0.02,0.01,random_0.05,0.14615607261657715,Matic,0.001573801040649414,0.0003384620664888398,tensor(1.0000),0.711790343040718,1.0
100,0.02,0.01,random_0.05,0.14615607261657715,fixed_point,0.0009942054748535156,0.00033848705806047337,tensor(1.0000),0.711790343040718,1.0
100,0.02,0.01,random_0.05,0.14615607261657715,dmp,0.003608226776123047,0.00033381873847390344,tensor(1.0000),0.7126152330222779,1.0
100,0.02,0.01,random_0.05,0.14615607261657715,Srivastava,0.002009153366088867,0.0003384823348893164,tensor(1.0000),0.7190204190174618,1.0
100,0.02,0.01,random_0.05,0.14615607261657715,ALE,0.0005273818969726562,0.0006788137245129129,tensor(1.0000),0.7533941671767821,1.0
100,0.02,0.01,random_0.05,0.14615607261657715,Modified_ALE,0.0010499954223632812,0.0003937276206223718,tensor(1.0000),0.7718935676762334,1.0
100,0.02,0.01,random_0.05,0.16385936737060547,Matic,0.0014603137969970703,0.0003384620664888398,tensor(1.0000),0.711790343040718,1.0
100,0.02,0.01,random_0.05,0.16385936737060547,fixed_point,0.001102447509765625,0.00033848705806047337,tensor(1.0000),0.711790343040718,1.0
100,0.02,0.01,random_0.05,0.16385936737060547,dmp,0.004161357879638672,0.00033381873847390344,tensor(1.0000),0.7126152330222779,1.0
100,0.02,0.01,random_0.05,0.16385936737060547,Srivastava,0.002078533172607422,0.0003384823348893164,tensor(1.0000),0.7190204190174618,1.0
100,0.02,0.01,random_0.05,0.16385936737060547,ALE,0.0010609626770019531,0.0006788137245129129,tensor(1.0000),0.7533941671767821,1.0
